PAIR,BID,ASK,TIME
BTC/USD,36305,36306,11-06-21 1:46:20
BTC/USD,36298,36306,11-06-21 1:46:10
BTC/USD,36291,36300,11-06-21 1:46:00
BTC/USD,36298,36299,11-06-21 1:45:50
BTC/USD,36287,36288,11-06-21 1:45:40
BTC/USD,36259,36260,11-06-21 1:45:30
BTC/USD,36259,36260,11-06-21 1:45:20
BTC/USD,36254,36259,11-06-21 1:45:10
BTC/USD,36259,36260,11-06-21 1:45:00
BTC/USD,36254,36256,11-06-21 1:44:50
BTC/USD,36250,36251,11-06-21 1:44:40
BTC/USD,36225,36232,11-06-21 1:44:30
BTC/USD,36213,36222,11-06-21 1:44:20
BTC/USD,36211,36217,11-06-21 1:44:10
BTC/USD,36235,36243,11-06-21 1:44:00
BTC/USD,36219,36225,11-06-21 1:43:50
BTC/USD,36239,36246,11-06-21 1:43:40
BTC/USD,36249,36258,11-06-21 1:43:30
BTC/USD,36247,36256,11-06-21 1:43:20
BTC/USD,36260,36261,11-06-21 1:43:10
BTC/USD,36266,36267,11-06-21 1:43:00
BTC/USD,36288,36289,11-06-21 1:42:50
BTC/USD,36280,36281,11-06-21 1:42:40
BTC/USD,36264,36265,11-06-21 1:42:30
BTC/USD,36255,36256,11-06-21 1:42:20
BTC/USD,36255,36256,11-06-21 1:42:10
BTC/USD,36241,36248,11-06-21 1:42:00
BTC/USD,36255,36256,11-06-21 1:41:50
BTC/USD,36252,36253,11-06-21 1:41:40
BTC/USD,36236,36243,11-06-21 1:41:30
BTC/USD,36247,36248,11-06-21 1:41:20
BTC/USD,36234,36235,11-06-21 1:41:10
BTC/USD,36222,36223,11-06-21 1:41:00
BTC/USD,36193,36194,11-06-21 1:40:50
BTC/USD,36193,36194,11-06-21 1:40:40
BTC/USD,36195,36197,11-06-21 1:40:30
BTC/USD,36216,36217,11-06-21 1:40:20
BTC/USD,36229,36233,11-06-21 1:40:10
BTC/USD,36217,36222,11-06-21 1:40:00
BTC/USD,36244,36245,11-06-21 1:39:50
BTC/USD,36244,36247,11-06-21 1:39:40
BTC/USD,36244,36249,11-06-21 1:39:30
BTC/USD,36245,36249,11-06-21 1:39:20
BTC/USD,36233,36241,11-06-21 1:39:10
BTC/USD,36243,36247,11-06-21 1:39:00
BTC/USD,36231,36237,11-06-21 1:38:50
BTC/USD,36222,36230,11-06-21 1:38:40
BTC/USD,36220,36230,11-06-21 1:38:30
BTC/USD,36238,36239,11-06-21 1:38:20
BTC/USD,36231,36238,11-06-21 1:38:10
BTC/USD,36229,36239,11-06-21 1:38:00
BTC/USD,36227,36229,11-06-21 1:37:50
BTC/USD,36218,36219,11-06-21 1:37:40
BTC/USD,36218,36219,11-06-21 1:37:30
BTC/USD,36208,36218,11-06-21 1:37:20
BTC/USD,36167,36168,11-06-21 1:37:10
BTC/USD,36167,36168,11-06-21 1:37:00
BTC/USD,36167,36168,11-06-21 1:36:50
BTC/USD,36207,36208,11-06-21 1:36:40
BTC/USD,36218,36219,11-06-21 1:36:30
BTC/USD,36218,36219,11-06-21 1:36:20
BTC/USD,36218,36219,11-06-21 1:36:10
BTC/USD,36194,36195,11-06-21 1:36:00
BTC/USD,36195,36198,11-06-21 1:35:50
BTC/USD,36194,36199,11-06-21 1:35:40
BTC/USD,36182,36189,11-06-21 1:35:30
