PAIR,BID,ASK,TIME
ETH/USD,2671.7,2672.5,06-06-21 06:49:00
ETH/USD,2671.2,2672.2,06-06-21 06:48:50
ETH/USD,2671.2,2672,06-06-21 06:48:40
ETH/USD,2669.8,2670.7,06-06-21 06:48:30
ETH/USD,2670.8,2671.4,06-06-21 06:48:20
ETH/USD,2671.4,2671.9,06-06-21 06:48:10
ETH/USD,2671.1,2671.9,06-06-21 06:48:00
ETH/USD,2671.6,2671.7,06-06-21 06:47:50
ETH/USD,2671.6,2671.8,06-06-21 06:47:40
ETH/USD,2671.2,2671.8,06-06-21 06:47:30
ETH/USD,2670.9,2671,06-06-21 06:47:20
ETH/USD,2669.7,2670.3,06-06-21 06:47:10
ETH/USD,2667.6,2667.7,06-06-21 06:47:00
ETH/USD,2667.6,2667.7,06-06-21 06:46:50
ETH/USD,2667.6,2667.7,06-06-21 06:46:40
ETH/USD,2667.5,2667.6,06-06-21 06:46:30
ETH/USD,2667.6,2667.7,06-06-21 06:46:20
ETH/USD,2665.6,2666.2,06-06-21 06:46:10
ETH/USD,2665.4,2666.2,06-06-21 06:46:00
ETH/USD,2665.3,2665.5,06-06-21 06:45:50
ETH/USD,2663.8,2664.5,06-06-21 06:45:40
ETH/USD,2662.7,2663.7,06-06-21 06:45:30
ETH/USD,2666.8,2667.7,06-06-21 06:45:20
ETH/USD,2666.8,2667.8,06-06-21 06:45:10
ETH/USD,2668.2,2668.6,06-06-21 06:45:00
ETH/USD,2667.4,2667.9,06-06-21 06:44:50
ETH/USD,2665.6,2665.7,06-06-21 06:44:40
ETH/USD,2664.7,2664.8,06-06-21 06:44:30
ETH/USD,2663.7,2664.6,06-06-21 06:44:20
ETH/USD,2664.7,2664.8,06-06-21 06:44:10
ETH/USD,2663.8,2664.7,06-06-21 06:44:00
ETH/USD,2662.8,2663.6,06-06-21 06:43:50
ETH/USD,2662.6,2663.8,06-06-21 06:43:40
ETH/USD,2660.4,2661.3,06-06-21 06:43:30
ETH/USD,2660.5,2661.4,06-06-21 06:43:20
ETH/USD,2661.8,2662.7,06-06-21 06:43:10
ETH/USD,2662.4,2663.1,06-06-21 06:43:00
ETH/USD,2662.2,2662.9,06-06-21 06:42:50
ETH/USD,2663.5,2664.4,06-06-21 06:42:40
ETH/USD,2662.4,2662.9,06-06-21 06:42:30
ETH/USD,2659.9,2660,06-06-21 06:42:20
ETH/USD,2659.4,2660,06-06-21 06:42:10
ETH/USD,2657.4,2658.2,06-06-21 06:42:00
ETH/USD,2657.5,2658.5,06-06-21 06:41:50
ETH/USD,2657.7,2658.5,06-06-21 06:41:40
ETH/USD,2656.5,2657.4,06-06-21 06:41:30
ETH/USD,2658.1,2658.3,06-06-21 06:41:20
ETH/USD,2658.8,2659.6,06-06-21 06:41:10
ETH/USD,2658.5,2659.4,06-06-21 06:41:00
ETH/USD,2657.3,2658.3,06-06-21 06:40:50
ETH/USD,2656.3,2657.1,06-06-21 06:40:40
ETH/USD,2656.7,2657.6,06-06-21 06:40:30
ETH/USD,2655.8,2657,06-06-21 06:40:20
ETH/USD,2656.9,2658.4,06-06-21 06:40:10
ETH/USD,2658.7,2659.8,06-06-21 06:40:00
ETH/USD,2657.8,2659,06-06-21 06:39:50
ETH/USD,2657.7,2658.6,06-06-21 06:39:40
ETH/USD,2657.6,2658.6,06-06-21 06:39:30
ETH/USD,2657.6,2658.5,06-06-21 06:39:20
