PAIR,BID,ASK,TIME
LINK/USD,23.665,23.694,09-06-21 08:10:31
LINK/USD,23.642,23.667,09-06-21 08:10:21
LINK/USD,23.62,23.65,09-06-21 08:10:11
LINK/USD,23.594,23.623,09-06-21 08:10:01
LINK/USD,23.585,23.609,09-06-21 08:09:51
LINK/USD,23.59,23.617,09-06-21 08:09:41
LINK/USD,23.589,23.62,09-06-21 08:09:31
LINK/USD,23.59,23.617,09-06-21 08:09:21
LINK/USD,23.592,23.625,09-06-21 08:09:11
LINK/USD,23.608,23.636,09-06-21 08:09:01
LINK/USD,23.598,23.625,09-06-21 08:08:51
LINK/USD,23.589,23.621,09-06-21 08:08:41
LINK/USD,23.573,23.603,09-06-21 08:08:31
LINK/USD,23.576,23.607,09-06-21 08:08:21
LINK/USD,23.585,23.619,09-06-21 08:08:11
LINK/USD,23.607,23.633,09-06-21 08:08:01
LINK/USD,23.591,23.619,09-06-21 08:07:51
LINK/USD,23.583,23.619,09-06-21 08:07:41
LINK/USD,23.6,23.638,09-06-21 08:07:31
LINK/USD,23.611,23.642,09-06-21 08:07:21
LINK/USD,23.591,23.626,09-06-21 08:07:11
LINK/USD,23.518,23.542,09-06-21 08:07:01
LINK/USD,23.493,23.5,09-06-21 08:06:51
LINK/USD,23.478,23.5,09-06-21 08:06:41
LINK/USD,23.486,23.5,09-06-21 08:06:31
LINK/USD,23.489,23.5,09-06-21 08:06:21
LINK/USD,23.462,23.496,09-06-21 08:06:11
LINK/USD,23.474,23.5,09-06-21 08:06:01
LINK/USD,23.477,23.5,09-06-21 08:05:51
LINK/USD,23.449,23.486,09-06-21 08:05:41
LINK/USD,23.448,23.485,09-06-21 08:05:31
LINK/USD,23.486,23.5,09-06-21 08:05:21
LINK/USD,23.484,23.5,09-06-21 08:05:11
LINK/USD,23.452,23.49,09-06-21 08:05:01
LINK/USD,23.415,23.442,09-06-21 08:04:51
LINK/USD,23.383,23.417,09-06-21 08:04:41
LINK/USD,23.372,23.403,09-06-21 08:04:31
LINK/USD,23.407,23.421,09-06-21 08:04:21
LINK/USD,23.416,23.447,09-06-21 08:04:11
LINK/USD,23.416,23.443,09-06-21 08:04:01
LINK/USD,23.416,23.449,09-06-21 08:03:51
LINK/USD,23.466,23.489,09-06-21 08:03:41
LINK/USD,23.466,23.488,09-06-21 08:03:31
LINK/USD,23.485,23.519,09-06-21 08:03:21
LINK/USD,23.501,23.529,09-06-21 08:03:11
LINK/USD,23.478,23.515,09-06-21 08:03:01
LINK/USD,23.509,23.537,09-06-21 08:02:51
LINK/USD,23.514,23.539,09-06-21 08:02:41
LINK/USD,23.472,23.502,09-06-21 08:02:31
LINK/USD,23.5,23.537,09-06-21 08:02:21
LINK/USD,23.536,23.572,09-06-21 08:02:11
LINK/USD,23.6,23.619,09-06-21 08:02:01
LINK/USD,23.6,23.625,09-06-21 08:01:51
LINK/USD,23.604,23.636,09-06-21 08:01:41
LINK/USD,23.619,23.648,09-06-21 08:01:31
LINK/USD,23.625,23.645,09-06-21 08:01:21
LINK/USD,23.6,23.606,09-06-21 08:01:11
LINK/USD,23.6,23.611,09-06-21 08:01:01
LINK/USD,23.6,23.621,09-06-21 08:00:51
LINK/USD,23.633,23.647,09-06-21 08:00:41
LINK/USD,23.638,23.666,09-06-21 08:00:31
LINK/USD,23.667,23.691,09-06-21 08:00:21
LINK/USD,23.667,23.697,09-06-21 08:00:11
LINK/USD,23.667,23.693,09-06-21 08:00:01
LINK/USD,23.705,23.728,09-06-21 07:59:51
LINK/USD,23.676,23.707,09-06-21 07:59:41
LINK/USD,23.668,23.699,09-06-21 07:59:31
LINK/USD,23.736,23.759,09-06-21 07:59:21
LINK/USD,23.739,23.765,09-06-21 07:59:11
LINK/USD,23.738,23.767,09-06-21 07:59:01
LINK/USD,23.743,23.768,09-06-21 07:58:51
LINK/USD,23.752,23.779,09-06-21 07:58:41
LINK/USD,23.743,23.776,09-06-21 07:58:31
LINK/USD,23.758,23.786,09-06-21 07:58:21
LINK/USD,23.769,23.793,09-06-21 07:58:11
LINK/USD,23.766,23.796,09-06-21 07:58:01
LINK/USD,23.768,23.798,09-06-21 07:57:51
LINK/USD,23.779,23.806,09-06-21 07:57:41
LINK/USD,23.789,23.814,09-06-21 07:57:31
LINK/USD,23.778,23.811,09-06-21 07:57:21
LINK/USD,23.796,23.817,09-06-21 07:57:11
LINK/USD,23.784,23.803,09-06-21 07:57:01
LINK/USD,23.767,23.802,09-06-21 07:56:51
LINK/USD,23.771,23.805,09-06-21 07:56:41
LINK/USD,23.772,23.802,09-06-21 07:56:31
LINK/USD,23.792,23.827,09-06-21 07:56:21
LINK/USD,23.786,23.817,09-06-21 07:56:11
LINK/USD,23.766,23.794,09-06-21 07:56:01
LINK/USD,23.754,23.787,09-06-21 07:55:51
LINK/USD,23.753,23.786,09-06-21 07:55:41
LINK/USD,23.757,23.795,09-06-21 07:55:31
LINK/USD,23.801,23.808,09-06-21 07:55:21
LINK/USD,23.801,23.822,09-06-21 07:55:11
LINK/USD,23.807,23.827,09-06-21 07:55:01
LINK/USD,23.867,23.877,09-06-21 07:54:51
LINK/USD,23.867,23.885,09-06-21 07:54:41
LINK/USD,23.867,23.883,09-06-21 07:54:31
LINK/USD,23.867,23.883,09-06-21 07:54:21
LINK/USD,23.901,23.903,09-06-21 07:54:11
LINK/USD,23.901,23.902,09-06-21 07:54:01
LINK/USD,23.901,23.902,09-06-21 07:53:51
LINK/USD,23.901,23.914,09-06-21 07:53:41
LINK/USD,23.901,23.917,09-06-21 07:53:31
LINK/USD,23.911,23.931,09-06-21 07:53:21
LINK/USD,23.909,23.931,09-06-21 07:53:11
LINK/USD,23.912,23.93,09-06-21 07:53:01
LINK/USD,23.909,23.927,09-06-21 07:52:51
LINK/USD,23.903,23.924,09-06-21 07:52:41
LINK/USD,23.901,23.918,09-06-21 07:52:31
LINK/USD,23.901,23.92,09-06-21 07:52:21
LINK/USD,23.904,23.927,09-06-21 07:52:11
LINK/USD,23.901,23.93,09-06-21 07:52:01
LINK/USD,23.901,23.93,09-06-21 07:51:51
LINK/USD,23.901,23.933,09-06-21 07:51:41
LINK/USD,23.917,23.93,09-06-21 07:51:31
LINK/USD,23.91,23.938,09-06-21 07:51:21
LINK/USD,23.906,23.925,09-06-21 07:51:11
LINK/USD,23.91,23.93,09-06-21 07:51:01
LINK/USD,23.92,23.947,09-06-21 07:50:51
LINK/USD,23.912,23.94,09-06-21 07:50:41
LINK/USD,23.92,23.942,09-06-21 07:50:31
LINK/USD,23.94,23.96,09-06-21 07:50:21
LINK/USD,23.943,23.965,09-06-21 07:50:11
LINK/USD,23.945,23.973,09-06-21 07:50:01
LINK/USD,23.94,23.966,09-06-21 07:49:51
LINK/USD,23.94,23.955,09-06-21 07:49:41
LINK/USD,23.949,23.977,09-06-21 07:49:31
LINK/USD,23.968,23.994,09-06-21 07:49:21
LINK/USD,23.997,24.004,09-06-21 07:49:11
LINK/USD,23.989,24.012,09-06-21 07:49:01
LINK/USD,23.978,24.006,09-06-21 07:48:51
LINK/USD,23.977,23.992,09-06-21 07:48:41
LINK/USD,23.968,23.984,09-06-21 07:48:31
LINK/USD,23.974,23.991,09-06-21 07:48:21
LINK/USD,23.964,23.982,09-06-21 07:48:11
LINK/USD,23.953,23.972,09-06-21 07:48:01
LINK/USD,23.958,23.978,09-06-21 07:47:51
LINK/USD,23.955,23.972,09-06-21 07:47:41
LINK/USD,23.941,23.967,09-06-21 07:47:31
LINK/USD,23.956,23.976,09-06-21 07:47:21
LINK/USD,23.947,23.976,09-06-21 07:47:11
LINK/USD,23.952,23.978,09-06-21 07:47:01
LINK/USD,23.968,23.989,09-06-21 07:46:51
LINK/USD,23.962,23.987,09-06-21 07:46:41
LINK/USD,23.96,23.98,09-06-21 07:46:31
LINK/USD,23.963,23.983,09-06-21 07:46:21
LINK/USD,23.955,23.974,09-06-21 07:46:11
LINK/USD,23.94,23.957,09-06-21 07:46:01
LINK/USD,23.94,23.959,09-06-21 07:45:51
LINK/USD,23.94,23.962,09-06-21 07:45:41
LINK/USD,23.94,23.962,09-06-21 07:45:31
LINK/USD,23.94,23.968,09-06-21 07:45:21
LINK/USD,23.94,23.968,09-06-21 07:45:11
LINK/USD,23.945,23.969,09-06-21 07:45:01
LINK/USD,23.943,23.975,09-06-21 07:44:51
LINK/USD,23.953,23.979,09-06-21 07:44:41
LINK/USD,23.953,23.98,09-06-21 07:44:31
LINK/USD,23.942,23.976,09-06-21 07:44:21
LINK/USD,23.947,23.979,09-06-21 07:44:11
LINK/USD,23.969,23.999,09-06-21 07:44:01
LINK/USD,23.975,24.002,09-06-21 07:43:51
LINK/USD,23.966,23.998,09-06-21 07:43:41
LINK/USD,23.977,24.01,09-06-21 07:43:31
LINK/USD,23.976,24.009,09-06-21 07:43:21
LINK/USD,23.978,24.004,09-06-21 07:43:11
LINK/USD,23.96,23.985,09-06-21 07:43:01
LINK/USD,23.95,23.972,09-06-21 07:42:51
LINK/USD,23.944,23.974,09-06-21 07:42:41
LINK/USD,23.944,23.974,09-06-21 07:42:31
LINK/USD,23.943,23.971,09-06-21 07:42:21
LINK/USD,23.942,23.955,09-06-21 07:42:11
LINK/USD,23.935,23.958,09-06-21 07:42:01
LINK/USD,23.927,23.959,09-06-21 07:41:51
LINK/USD,23.935,23.956,09-06-21 07:41:41
LINK/USD,23.957,23.97,09-06-21 07:41:31
LINK/USD,23.953,23.973,09-06-21 07:41:21
LINK/USD,23.957,23.979,09-06-21 07:41:11
LINK/USD,23.956,23.973,09-06-21 07:41:01
LINK/USD,23.939,23.958,09-06-21 07:40:51
LINK/USD,23.938,23.956,09-06-21 07:40:41
LINK/USD,23.939,23.961,09-06-21 07:40:31
LINK/USD,23.937,23.96,09-06-21 07:40:21
LINK/USD,23.936,23.959,09-06-21 07:40:11
LINK/USD,23.93,23.951,09-06-21 07:40:01
LINK/USD,23.933,23.952,09-06-21 07:39:51
LINK/USD,23.927,23.948,09-06-21 07:39:41
LINK/USD,23.927,23.95,09-06-21 07:39:31
LINK/USD,23.925,23.951,09-06-21 07:39:21
LINK/USD,23.929,23.952,09-06-21 07:39:11
LINK/USD,23.945,23.963,09-06-21 07:39:01
LINK/USD,23.942,23.965,09-06-21 07:38:51
LINK/USD,23.936,23.96,09-06-21 07:38:41
LINK/USD,23.945,23.971,09-06-21 07:38:31
LINK/USD,23.968,23.978,09-06-21 07:38:21
LINK/USD,23.973,23.994,09-06-21 07:38:11
LINK/USD,23.982,24.001,09-06-21 07:38:01
LINK/USD,23.98,23.998,09-06-21 07:37:51
LINK/USD,23.975,23.988,09-06-21 07:37:41
LINK/USD,23.986,24.006,09-06-21 07:37:31
LINK/USD,23.996,24.008,09-06-21 07:37:21
LINK/USD,23.987,24.001,09-06-21 07:37:11
LINK/USD,23.97,23.987,09-06-21 07:37:01
LINK/USD,23.972,23.998,09-06-21 07:36:51
LINK/USD,23.979,23.997,09-06-21 07:36:41
LINK/USD,23.964,23.989,09-06-21 07:36:31
LINK/USD,23.97,23.986,09-06-21 07:36:21
LINK/USD,23.95,23.976,09-06-21 07:36:11
LINK/USD,23.965,23.992,09-06-21 07:36:01
LINK/USD,23.947,23.981,09-06-21 07:35:51
LINK/USD,23.969,23.994,09-06-21 07:35:41
LINK/USD,23.968,23.996,09-06-21 07:35:31
LINK/USD,23.949,23.981,09-06-21 07:35:21
LINK/USD,23.949,23.981,09-06-21 07:35:11
LINK/USD,23.957,23.983,09-06-21 07:35:01
LINK/USD,23.967,24.002,09-06-21 07:34:51
LINK/USD,23.944,23.961,09-06-21 07:34:41
LINK/USD,23.942,23.96,09-06-21 07:34:31
LINK/USD,23.941,23.964,09-06-21 07:34:21
LINK/USD,23.94,23.963,09-06-21 07:34:11
LINK/USD,23.938,23.961,09-06-21 07:34:01
LINK/USD,23.929,23.962,09-06-21 07:33:51
LINK/USD,23.941,23.973,09-06-21 07:33:41
LINK/USD,23.947,23.973,09-06-21 07:33:31
LINK/USD,23.947,23.977,09-06-21 07:33:21
LINK/USD,23.947,23.977,09-06-21 07:33:11
LINK/USD,23.956,23.984,09-06-21 07:33:01
LINK/USD,23.954,23.988,09-06-21 07:32:51
LINK/USD,23.944,23.975,09-06-21 07:32:41
LINK/USD,23.944,23.979,09-06-21 07:32:31
LINK/USD,23.982,24.011,09-06-21 07:32:21
LINK/USD,23.978,24.002,09-06-21 07:32:11
LINK/USD,23.965,23.995,09-06-21 07:32:01
LINK/USD,23.96,23.995,09-06-21 07:31:51
LINK/USD,23.949,23.991,09-06-21 07:31:41
LINK/USD,23.92,23.955,09-06-21 07:31:31
LINK/USD,23.922,23.957,09-06-21 07:31:21
LINK/USD,23.923,23.951,09-06-21 07:31:11
LINK/USD,23.91,23.941,09-06-21 07:31:01
LINK/USD,23.895,23.918,09-06-21 07:30:51
LINK/USD,23.89,23.913,09-06-21 07:30:41
LINK/USD,23.89,23.913,09-06-21 07:30:31
LINK/USD,23.903,23.926,09-06-21 07:30:21
LINK/USD,23.909,23.939,09-06-21 07:30:11
LINK/USD,23.894,23.919,09-06-21 07:30:01
LINK/USD,23.891,23.918,09-06-21 07:29:51
LINK/USD,23.88,23.905,09-06-21 07:29:41
LINK/USD,23.897,23.923,09-06-21 07:29:31
LINK/USD,23.881,23.909,09-06-21 07:29:21
LINK/USD,23.885,23.913,09-06-21 07:29:11
